Country Name,Indicator Name,Year,Value
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2006,31.0
Afghanistan,Population growth (annual %),2006,4.092702017
Bangladesh,Access to electricity (% of population),2006,50.5
Bangladesh,Exports of goods and services (% of GDP),2006,16.35346357
Bangladesh,GDP per capita (current US$),2006,490.3880265
Bangladesh,"Government expenditure on education, total (% of GDP)",2006,2.131289959
Bangladesh,Imports of goods and services (% of GDP),2006,21.75846087
Bangladesh,"Inflation, consumer prices (annual %)",2006,6.765261171
Bangladesh,"Life expectancy at birth, total (years)",2006,66.048
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2006,47.0
Bangladesh,Population growth (annual %),2006,1.161167751
Bhutan,Access to electricity (% of population),2006,59.7
Bhutan,Exports of goods and services (% of GDP),2006,51.81293031
Bhutan,GDP per capita (current US$),2006,1405.607162
Bhutan,"Government expenditure on education, total (% of GDP)",2006,6.764200211
Bhutan,Imports of goods and services (% of GDP),2006,56.34486458
Bhutan,"Inflation, consumer prices (annual %)",2006,5.00045438
Bhutan,"Life expectancy at birth, total (years)",2006,66.499
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2006,53.0
Bhutan,Population growth (annual %),2006,1.340793154
China,Access to electricity (% of population),2006,98.2
China,Exports of goods and services (% of GDP),2006,36.03519729
China,GDP per capita (current US$),2006,2099.21943
China,"Government expenditure on education, total (% of GDP)",2006,2.441284418
China,Imports of goods and services (% of GDP),2006,28.44399391
China,"Inflation, consumer prices (annual %)",2006,1.649430995
China,"Life expectancy at birth, total (years)",2006,74.404
China,"Literacy rate, adult total (% of people ages 15 and above)",2006,91.0
China,Population growth (annual %),2006,0.558374367
India,Access to electricity (% of population),2006,67.9
India,Exports of goods and services (% of GDP),2006,21.26794142
India,GDP per capita (current US$),2006,801.6683537
India,"Government expenditure on education, total (% of GDP)",2006,3.142849922
India,Imports of goods and services (% of GDP),2006,24.45653908
India,"Inflation, consumer prices (annual %)",2006,5.796523376
India,"Life expectancy at birth, total (years)",2006,65.373
India,"Literacy rate, adult total (% of people ages 15 and above)",2006,63.0
India,Population growth (annual %),2006,1.564125225
Myanmar,Access to electricity (% of population),2006,48.4
Myanmar,GDP per capita (current US$),2006,303.4950871
Myanmar,"Government expenditure on education, total (% of GDP)",2006,0.787440002
Myanmar,"Inflation, consumer prices (annual %)",2006,19.99648734
Myanmar,"Life expectancy at birth, total (years)",2006,62.026
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2006,90.0
Myanmar,Population growth (annual %),2006,0.728331836
Nepal,Access to electricity (% of population),2006,51.2
Nepal,Exports of goods and services (% of GDP),2006,13.44659096
Nepal,GDP per capita (current US$),2006,340.4317964
Nepal,"Government expenditure on education, total (% of GDP)",2006,3.605360031
Nepal,Imports of goods and services (% of GDP),2006,31.3153968
Nepal,"Inflation, consumer prices (annual %)",2006,6.920335807
Nepal,"Life expectancy at birth, total (years)",2006,65.891
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2006,49.0
Nepal,Population growth (annual %),2006,0.968206396
Pakistan,Access to electricity (% of population),2006,79.1
Pakistan,Exports of goods and services (% of GDP),2006,12.54894332
Pakistan,GDP per capita (current US$),2006,900.873565
Pakistan,"Government expenditure on education, total (% of GDP)",2006,1.980559945
Pakistan,Imports of goods and services (% of GDP),2006,20.50076882
Pakistan,"Inflation, consumer prices (annual %)",2006,7.921084401
Pakistan,"Life expectancy at birth, total (years)",2006,63.624
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2006,54.0
Pakistan,Population growth (annual %),2006,2.382005287
Sri Lanka,Access to electricity (% of population),2006,82.1
Sri Lanka,Exports of goods and services (% of GDP),2006,30.12852709
Sri Lanka,GDP per capita (current US$),2006,1389.506256
Sri Lanka,"Government expenditure on education, total (% of GDP)",2006,2.055900097
Sri Lanka,Imports of goods and services (% of GDP),2006,41.13265139
Sri Lanka,"Inflation, consumer prices (annual %)",2006,10.02018361
Sri Lanka,"Life expectancy at birth, total (years)",2006,72.825
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2006,91.0
Sri Lanka,Population growth (annual %),2006,0.669909172
Afghanistan,Access to electricity (% of population),2007,38.4
Afghanistan,Exports of goods and services (% of GDP),2007,10.42081714
Afghanistan,GDP per capita (current US$),2007,376.223152
Afghanistan,"Government expenditure on education, total (% of GDP)",2007,4.174895287
Afghanistan,Imports of goods and services (% of GDP),2007,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2007,8.680570785
Afghanistan,"Life expectancy at birth, total (years)",2007,58.956
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2007,31.0
Afghanistan,Population growth (annual %),2007,1.89259754
Bangladesh,Access to electricity (% of population),2007,46.5
Bangladesh,Exports of goods and services (% of GDP),2007,16.99533485
Bangladesh,GDP per capita (current US$),2007,537.9554928
Bangladesh,"Government expenditure on education, total (% of GDP)",2007,2.202219963
Bangladesh,Imports of goods and services (% of GDP),2007,22.94704781
Bangladesh,"Inflation, consumer prices (annual %)",2007,9.106984969
Bangladesh,"Life expectancy at birth, total (years)",2007,66.458
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2007,46.66360092
Bangladesh,Population growth (annual %),2007,1.075642532
Bhutan,Access to electricity (% of population),2007,71.8
Bhutan,Exports of goods and services (% of GDP),2007,52.35712697
Bhutan,GDP per capita (current US$),2007,1850.415704
Bhutan,"Government expenditure on education, total (% of GDP)",2007,6.764200211
Bhutan,Imports of goods and services (% of GDP),2007,54.57189545
Bhutan,"Inflation, consumer prices (annual %)",2007,5.156111388
Bhutan,"Life expectancy at birth, total (years)",2007,67.152
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2007,53.0
Bhutan,Population growth (annual %),2007,1.162272984
China,Access to electricity (% of population),2007,98.5
China,Exports of goods and services (% of GDP),2007,35.43494758
China,GDP per capita (current US$),2007,2693.958732
China,"Government expenditure on education, total (% of GDP)",2007,2.700734854
China,Imports of goods and services (% of GDP),2007,26.7586775
China,"Inflation, consumer prices (annual %)",2007,4.816767674
China,"Life expectancy at birth, total (years)",2007,74.789
China,"Literacy rate, adult total (% of people ages 15 and above)",2007,91.0
China,Population growth (annual %),2007,0.522271866
India,Access to electricity (% of population),2007,72.3
India,Exports of goods and services (% of GDP),2007,20.79969975
India,GDP per capita (current US$),2007,1021.887077
India,"Government expenditure on education, total (% of GDP)",2007,3.142849922
India,Imports of goods and services (% of GDP),2007,24.88656893
India,"Inflation, consumer prices (annual %)",2007,6.372881356
India,"Life expectancy at birth, total (years)",2007,65.803
India,"Literacy rate, adult total (% of people ages 15 and above)",2007,63.0
India,Population growth (annual %),2007,1.505991444
Myanmar,Access to electricity (% of population),2007,49.5
Myanmar,GDP per capita (current US$),2007,419.3757807
Myanmar,"Government expenditure on education, total (% of GDP)",2007,0.787440002
Myanmar,"Inflation, consumer prices (annual %)",2007,35.02459707
Myanmar,"Life expectancy at birth, total (years)",2007,62.367
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2007,90.0
Myanmar,Population growth (annual %),2007,0.708807825
Nepal,Access to electricity (% of population),2007,52.6
Nepal,Exports of goods and services (% of GDP),2007,12.85566488
Nepal,GDP per capita (current US$),2007,385.4497677
Nepal,"Government expenditure on education, total (% of GDP)",2007,3.517210007
Nepal,Imports of goods and services (% of GDP),2007,31.72361014
Nepal,"Inflation, consumer prices (annual %)",2007,2.269219244
Nepal,"Life expectancy at birth, total (years)",2007,66.169
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2007,49.0
Nepal,Population growth (annual %),2007,0.836183404
Pakistan,Access to electricity (% of population),2007,80.2
Pakistan,Exports of goods and services (% of GDP),2007,11.6250762
Pakistan,GDP per capita (current US$),2007,998.0901142
Pakistan,"Government expenditure on education, total (% of GDP)",2007,2.23465991
Pakistan,Imports of goods and services (% of GDP),2007,19.16280425
Pakistan,"Inflation, consumer prices (annual %)",2007,7.598684411
Pakistan,"Life expectancy at birth, total (years)",2007,63.807
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2007,52.0
Pakistan,Population growth (annual %),2007,2.642031252
Sri Lanka,Access to electricity (% of population),2007,80.0
Sri Lanka,Exports of goods and services (% of GDP),2007,29.11499969
Sri Lanka,GDP per capita (current US$),2007,1578.634511
Sri Lanka,"Government expenditure on education, total (% of GDP)",2007,2.055900097
Sri Lanka,Imports of goods and services (% of GDP),2007,39.49151197
Sri Lanka,"Inflation, consumer prices (annual %)",2007,15.84211149
Sri Lanka,"Life expectancy at birth, total (years)",2007,72.983
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2007,91.0
Sri Lanka,Population growth (annual %),2007,0.686177994
Afghanistan,Access to electricity (% of population),2008,42.4
Afghanistan,Exports of goods and services (% of GDP),2008,10.42081714
Afghanistan,GDP per capita (current US$),2008,381.733238
Afghanistan,"Government expenditure on education, total (% of GDP)",2008,4.383672237
Afghanistan,Imports of goods and services (% of GDP),2008,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2008,26.41866415
Afghanistan,"Life expectancy at birth, total (years)",2008,59.708
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2008,31.0
Afghanistan,Population growth (annual %),2008,2.186546182
Bangladesh,Access to electricity (% of population),2008,54.3
Bangladesh,Exports of goods and services (% of GDP),2008,17.65885848
Bangladesh,GDP per capita (current US$),2008,613.062041
Bangladesh,"Government expenditure on education, total (% of GDP)",2008,2.05456996
Bangladesh,Imports of goods and services (% of GDP),2008,24.96205555
Bangladesh,"Inflation, consumer prices (annual %)",2008,8.901944895
Bangladesh,"Life expectancy at birth, total (years)",2008,67.047
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2008,46.66360092
Bangladesh,Population growth (annual %),2008,0.998440566
Bhutan,Access to electricity (% of population),2008,67.6
Bhutan,Exports of goods and services (% of GDP),2008,46.59897731
Bhutan,GDP per capita (current US$),2008,1919.597749
Bhutan,"Government expenditure on education, total (% of GDP)",2008,4.569509983
Bhutan,Imports of goods and services (% of GDP),2008,55.35525836
Bhutan,"Inflation, consumer prices (annual %)",2008,8.327160494
Bhutan,"Life expectancy at birth, total (years)",2008,67.733
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2008,53.0
Bhutan,Population growth (annual %),2008,1.129688965
China,Access to electricity (% of population),2008,98.8
China,Exports of goods and services (% of GDP),2008,32.60250288
China,GDP per capita (current US$),2008,3468.327063
China,"Government expenditure on education, total (% of GDP)",2008,3.631788254
China,Imports of goods and services (% of GDP),2008,25.00983936
China,"Inflation, consumer prices (annual %)",2008,5.92525137
China,"Life expectancy at birth, total (years)",2008,74.833
China,"Literacy rate, adult total (% of people ages 15 and above)",2008,91.0
China,Population growth (annual %),2008,0.512386932
India,Access to electricity (% of population),2008,74.1
India,Exports of goods and services (% of GDP),2008,24.09735726
India,GDP per capita (current US$),2008,992.5195849
India,"Government expenditure on education, total (% of GDP)",2008,3.142849922
India,Imports of goods and services (% of GDP),2008,29.27086318
India,"Inflation, consumer prices (annual %)",2008,8.349267049
India,"Life expectancy at birth, total (years)",2008,66.247
India,"Literacy rate, adult total (% of people ages 15 and above)",2008,63.0
India,Population growth (annual %),2008,1.438771817
Myanmar,Access to electricity (% of population),2008,50.6
Myanmar,GDP per capita (current US$),2008,658.4424872
Myanmar,"Government expenditure on education, total (% of GDP)",2008,0.787440002
Myanmar,"Inflation, consumer prices (annual %)",2008,26.79953719
Myanmar,"Life expectancy at birth, total (years)",2008,56.364
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2008,90.0
Myanmar,Population growth (annual %),2008,0.550688224
Nepal,Access to electricity (% of population),2008,56.0
Nepal,Exports of goods and services (% of GDP),2008,12.77582026
Nepal,GDP per capita (current US$),2008,464.8173919
Nepal,"Government expenditure on education, total (% of GDP)",2008,3.805170059
Nepal,Imports of goods and services (% of GDP),2008,33.26038609
Nepal,"Inflation, consumer prices (annual %)",2008,9.907830053
Nepal,"Life expectancy at birth, total (years)",2008,66.442
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2008,49.0
Nepal,Population growth (annual %),2008,0.74954056
Pakistan,Access to electricity (% of population),2008,81.4
Pakistan,Exports of goods and services (% of GDP),2008,11.87581844
Pakistan,GDP per capita (current US$),2008,1067.043246
Pakistan,"Government expenditure on education, total (% of GDP)",2008,2.27263999
Pakistan,Imports of goods and services (% of GDP),2008,22.47314197
Pakistan,"Inflation, consumer prices (annual %)",2008,20.28612109
Pakistan,"Life expectancy at birth, total (years)",2008,64.002
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2008,56.0
Pakistan,Population growth (annual %),2008,2.677156931
Sri Lanka,Access to electricity (% of population),2008,82.9
Sri Lanka,Exports of goods and services (% of GDP),2008,24.8414871
Sri Lanka,GDP per capita (current US$),2008,1973.584769
Sri Lanka,"Government expenditure on education, total (% of GDP)",2008,2.055900097
Sri Lanka,Imports of goods and services (% of GDP),2008,38.52755651
Sri Lanka,"Inflation, consumer prices (annual %)",2008,22.56449553
Sri Lanka,"Life expectancy at birth, total (years)",2008,72.556
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2008,91.0
Sri Lanka,Population growth (annual %),2008,0.665501489
Afghanistan,Access to electricity (% of population),2009,48.3
Afghanistan,Exports of goods and services (% of GDP),2009,10.42081714
Afghanistan,GDP per capita (current US$),2009,452.0537055
Afghanistan,"Government expenditure on education, total (% of GDP)",2009,4.810639858
Afghanistan,Imports of goods and services (% of GDP),2009,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2009,-6.811161089
Afghanistan,"Life expectancy at birth, total (years)",2009,60.248
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2009,31.0
Afghanistan,Population growth (annual %),2009,3.646380908
Bangladesh,Access to electricity (% of population),2009,57.1
Bangladesh,Exports of goods and services (% of GDP),2009,16.94013291
Bangladesh,GDP per capita (current US$),2009,679.2114774
Bangladesh,"Government expenditure on education, total (% of GDP)",2009,1.939419985
Bangladesh,Imports of goods and services (% of GDP),2009,23.15266332
Bangladesh,"Inflation, consumer prices (annual %)",2009,5.423472362
Bangladesh,"Life expectancy at birth, total (years)",2009,67.527
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2009,46.66360092
Bangladesh,Population growth (annual %),2009,0.931892491
Bhutan,Access to electricity (% of population),2009,71.5
Bhutan,Exports of goods and services (% of GDP),2009,42.46629309
Bhutan,GDP per capita (current US$),2009,1918.395992
Bhutan,"Government expenditure on education, total (% of GDP)",2009,4.418879986
Bhutan,Imports of goods and services (% of GDP),2009,59.09311848
Bhutan,"Inflation, consumer prices (annual %)",2009,4.361122191
Bhutan,"Life expectancy at birth, total (years)",2009,68.156
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2009,53.0
Bhutan,Population growth (annual %),2009,1.106551061
China,Access to electricity (% of population),2009,99.1
China,Exports of goods and services (% of GDP),2009,24.74991391
China,GDP per capita (current US$),2009,3832.227457
China,"Government expenditure on education, total (% of GDP)",2009,3.751522064
China,Imports of goods and services (% of GDP),2009,20.4350623
China,"Inflation, consumer prices (annual %)",2009,-0.728165251
China,"Life expectancy at birth, total (years)",2009,75.317
China,"Literacy rate, adult total (% of people ages 15 and above)",2009,91.0
China,Population growth (annual %),2009,0.497381401
India,Access to electricity (% of population),2009,75.0
India,Exports of goods and services (% of GDP),2009,20.40051937
India,GDP per capita (current US$),2009,1094.949746
India,"Government expenditure on education, total (% of GDP)",2009,3.278249979
India,Imports of goods and services (% of GDP),2009,25.87235027
India,"Inflation, consumer prices (annual %)",2009,10.88235294
India,"Life expectancy at birth, total (years)",2009,66.7
India,"Literacy rate, adult total (% of people ages 15 and above)",2009,63.0
India,Population growth (annual %),2009,1.44601732
Myanmar,Access to electricity (% of population),2009,51.8
Myanmar,GDP per capita (current US$),2009,758.4429358
Myanmar,"Government expenditure on education, total (% of GDP)",2009,0.787440002
Myanmar,"Inflation, consumer prices (annual %)",2009,1.472343114
Myanmar,"Life expectancy at birth, total (years)",2009,63.095
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2009,90.0
Myanmar,Population growth (annual %),2009,0.555720176
Nepal,Access to electricity (% of population),2009,59.3
Nepal,Exports of goods and services (% of GDP),2009,12.41935419
Nepal,GDP per capita (current US$),2009,473.0787512
Nepal,"Government expenditure on education, total (% of GDP)",2009,4.663760185
Nepal,Imports of goods and services (% of GDP),2009,34.66009358
Nepal,"Inflation, consumer prices (annual %)",2009,11.09482374
Nepal,"Life expectancy at birth, total (years)",2009,66.6
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2009,49.0
Nepal,Population growth (annual %),2009,0.675732338
Pakistan,Access to electricity (% of population),2009,82.5
Pakistan,Exports of goods and services (% of GDP),2009,12.39098651
Pakistan,GDP per capita (current US$),2009,963.7880664
Pakistan,"Government expenditure on education, total (% of GDP)",2009,2.179160118
Pakistan,Imports of goods and services (% of GDP),2009,20.93589908
Pakistan,"Inflation, consumer prices (annual %)",2009,13.64776506
Pakistan,"Life expectancy at birth, total (years)",2009,64.206
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2009,55.0
Pakistan,Population growth (annual %),2009,2.541283109
Sri Lanka,Access to electricity (% of population),2009,87.1
Sri Lanka,Exports of goods and services (% of GDP),2009,21.32836624
Sri Lanka,GDP per capita (current US$),2009,2026.6594
Sri Lanka,"Government expenditure on education, total (% of GDP)",2009,2.055900097
Sri Lanka,Imports of goods and services (% of GDP),2009,27.82077529
Sri Lanka,"Inflation, consumer prices (annual %)",2009,3.464963221
Sri Lanka,"Life expectancy at birth, total (years)",2009,70.298
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2009,91.0
Sri Lanka,Population growth (annual %),2009,0.614014272
Afghanistan,Access to electricity (% of population),2010,42.7
Afghanistan,Exports of goods and services (% of GDP),2010,10.42081714
Afghanistan,GDP per capita (current US$),2010,560.6215055
Afghanistan,"Government expenditure on education, total (% of GDP)",2010,3.479449987
Afghanistan,Imports of goods and services (% of GDP),2010,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2010,2.178537524
Afghanistan,"Life expectancy at birth, total (years)",2010,60.702
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2010,31.0
Afghanistan,Population growth (annual %),2010,2.934686702
Bangladesh,Access to electricity (% of population),2010,55.3
Bangladesh,Exports of goods and services (% of GDP),2010,16.02411269
Bangladesh,GDP per capita (current US$),2010,757.3852804
Bangladesh,"Government expenditure on education, total (% of GDP)",2010,1.939419985
Bangladesh,Imports of goods and services (% of GDP),2010,21.77872999
Bangladesh,"Inflation, consumer prices (annual %)",2010,8.126676392
Bangladesh,"Life expectancy at birth, total (years)",2010,68.009
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2010,46.66360092
Bangladesh,Population growth (annual %),2010,0.876530534
Bhutan,Access to electricity (% of population),2010,73.3
Bhutan,Exports of goods and services (% of GDP),2010,39.38704528
Bhutan,GDP per capita (current US$),2010,2435.579807
Bhutan,"Government expenditure on education, total (% of GDP)",2010,3.823189974
Bhutan,Imports of goods and services (% of GDP),2010,65.62362147
Bhutan,"Inflation, consumer prices (annual %)",2010,7.036383161
Bhutan,"Life expectancy at birth, total (years)",2010,68.765
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2010,53.0
Bhutan,Population growth (annual %),2010,1.095438076
China,Access to electricity (% of population),2010,99.7
China,Exports of goods and services (% of GDP),2010,27.18533272
China,GDP per capita (current US$),2010,4550.473944
China,"Government expenditure on education, total (% of GDP)",2010,3.559665203
China,Imports of goods and services (% of GDP),2010,23.53174494
China,"Inflation, consumer prices (annual %)",2010,3.175324753
China,"Life expectancy at birth, total (years)",2010,75.668
China,"Literacy rate, adult total (% of people ages 15 and above)",2010,95.0
China,Population growth (annual %),2010,0.482959689
India,Access to electricity (% of population),2010,76.3
India,Exports of goods and services (% of GDP),2010,22.40093325
India,GDP per capita (current US$),2010,1347.519391
India,"Government expenditure on education, total (% of GDP)",2010,3.377690077
India,Imports of goods and services (% of GDP),2010,26.85427325
India,"Inflation, consumer prices (annual %)",2010,11.98938992
India,"Life expectancy at birth, total (years)",2010,67.162
India,"Literacy rate, adult total (% of people ages 15 and above)",2010,63.0
India,Population growth (annual %),2010,1.454603619
Myanmar,Access to electricity (% of population),2010,48.8
Myanmar,GDP per capita (current US$),2010,1010.534173
Myanmar,"Government expenditure on education, total (% of GDP)",2010,0.787440002
Myanmar,"Inflation, consumer prices (annual %)",2010,7.718381959
Myanmar,"Life expectancy at birth, total (years)",2010,63.479
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2010,90.0
Myanmar,Population growth (annual %),2010,0.745099608
Nepal,Access to electricity (% of population),2010,68.6
Nepal,Exports of goods and services (% of GDP),2010,9.582536172
Nepal,GDP per capita (current US$),2010,585.278492
Nepal,"Government expenditure on education, total (% of GDP)",2010,3.631720066
Nepal,Imports of goods and services (% of GDP),2010,36.4023696
Nepal,"Inflation, consumer prices (annual %)",2010,9.326504107
Nepal,"Life expectancy at birth, total (years)",2010,66.772
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2010,49.0
Nepal,Population growth (annual %),2010,0.619710468
Pakistan,Access to electricity (% of population),2010,87.1
Pakistan,Exports of goods and services (% of GDP),2010,12.63722214
Pakistan,GDP per capita (current US$),2010,987.3045711
Pakistan,"Government expenditure on education, total (% of GDP)",2010,2.052680016
Pakistan,Imports of goods and services (% of GDP),2010,19.35177607
Pakistan,"Inflation, consumer prices (annual %)",2010,12.93887056
Pakistan,"Life expectancy at birth, total (years)",2010,64.378
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2010,55.0
Pakistan,Population growth (annual %),2010,2.470817015
Sri Lanka,Access to electricity (% of population),2010,85.3
Sri Lanka,Exports of goods and services (% of GDP),2010,21.32836624
Sri Lanka,GDP per capita (current US$),2010,2808.367792
Sri Lanka,"Government expenditure on education, total (% of GDP)",2010,1.66178
Sri Lanka,Imports of goods and services (% of GDP),2010,27.82077529
Sri Lanka,"Inflation, consumer prices (annual %)",2010,6.217648893
Sri Lanka,"Life expectancy at birth, total (years)",2010,74.463
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2010,91.0
Sri Lanka,Population growth (annual %),2010,0.589181271
Afghanistan,Access to electricity (% of population),2011,43.2
Afghanistan,Exports of goods and services (% of GDP),2011,10.42081714
Afghanistan,GDP per capita (current US$),2011,606.6946763
Afghanistan,"Government expenditure on education, total (% of GDP)",2011,3.462009907
Afghanistan,Imports of goods and services (% of GDP),2011,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2011,11.80418581
Afghanistan,"Life expectancy at birth, total (years)",2011,61.25
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2011,31.0
Afghanistan,Population growth (annual %),2011,3.691503084
Bangladesh,Access to electricity (% of population),2011,59.6
Bangladesh,Exports of goods and services (% of GDP),2011,19.92207496
Bangladesh,GDP per capita (current US$),2011,837.3369447
Bangladesh,"Government expenditure on education, total (% of GDP)",2011,2.132699966
Bangladesh,Imports of goods and services (% of GDP),2011,27.49877488
Bangladesh,"Inflation, consumer prices (annual %)",2011,11.39516516
Bangladesh,"Life expectancy at birth, total (years)",2011,68.499
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2011,59.0
Bangladesh,Population growth (annual %),2011,0.908525896
Bhutan,Access to electricity (% of population),2011,81.8
Bhutan,Exports of goods and services (% of GDP),2011,37.92320188
Bhutan,GDP per capita (current US$),2011,2787.979677
Bhutan,"Government expenditure on education, total (% of GDP)",2011,4.407939911
Bhutan,Imports of goods and services (% of GDP),2011,64.87239835
Bhutan,"Inflation, consumer prices (annual %)",2011,8.848985699
Bhutan,"Life expectancy at birth, total (years)",2011,69.28
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2011,53.0
Bhutan,Population growth (annual %),2011,1.097807
China,Access to electricity (% of population),2011,99.9
China,Exports of goods and services (% of GDP),2011,26.56818935
China,GDP per capita (current US$),2011,5614.386022
China,"Government expenditure on education, total (% of GDP)",2011,3.809216976
China,Imports of goods and services (% of GDP),2011,24.17271524
China,"Inflation, consumer prices (annual %)",2011,5.553898923
China,"Life expectancy at birth, total (years)",2011,75.889
China,"Literacy rate, adult total (% of people ages 15 and above)",2011,95.0
China,Population growth (annual %),2011,0.546457595
India,Access to electricity (% of population),2011,79.5
India,Exports of goods and services (% of GDP),2011,24.54041132
India,GDP per capita (current US$),2011,1445.461275
India,"Government expenditure on education, total (% of GDP)",2011,3.79618001
India,Imports of goods and services (% of GDP),2011,31.08346869
India,"Inflation, consumer prices (annual %)",2011,8.911793365
India,"Life expectancy at birth, total (years)",2011,67.623
India,"Literacy rate, adult total (% of people ages 15 and above)",2011,69.0
India,Population growth (annual %),2011,1.416827615
Myanmar,Access to electricity (% of population),2011,54.1
Myanmar,GDP per capita (current US$),2011,1213.628987
Myanmar,"Government expenditure on education, total (% of GDP)",2011,0.787440002
Myanmar,"Inflation, consumer prices (annual %)",2011,5.021460146
Myanmar,"Life expectancy at birth, total (years)",2011,63.859
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2011,90.0
Myanmar,Population growth (annual %),2011,0.803379211
Nepal,Access to electricity (% of population),2011,67.3
Nepal,Exports of goods and services (% of GDP),2011,7.80613568
Nepal,GDP per capita (current US$),2011,785.5186562
Nepal,"Government expenditure on education, total (% of GDP)",2011,3.842619896
Nepal,Imports of goods and services (% of GDP),2011,28.49062321
Nepal,"Inflation, consumer prices (annual %)",2011,9.227075461
Nepal,"Life expectancy at birth, total (years)",2011,67.123
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2011,60.0
Nepal,Population growth (annual %),2011,0.447181721
Pakistan,Access to electricity (% of population),2011,87.8
Pakistan,Exports of goods and services (% of GDP),2011,13.48255486
Pakistan,GDP per capita (current US$),2011,1131.735138
Pakistan,"Government expenditure on education, total (% of GDP)",2011,2.001009941
Pakistan,Imports of goods and services (% of GDP),2011,18.88008341
Pakistan,"Inflation, consumer prices (annual %)",2011,11.91609271
Pakistan,"Life expectancy at birth, total (years)",2011,64.659
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2011,55.0
Pakistan,Population growth (annual %),2011,2.236909403
Sri Lanka,Access to electricity (% of population),2011,87.8
Sri Lanka,Exports of goods and services (% of GDP),2011,21.32836624
Sri Lanka,GDP per capita (current US$),2011,3224.957363
Sri Lanka,"Government expenditure on education, total (% of GDP)",2011,1.742920041
Sri Lanka,Imports of goods and services (% of GDP),2011,27.82077529
Sri Lanka,"Inflation, consumer prices (annual %)",2011,6.716768436
Sri Lanka,"Life expectancy at birth, total (years)",2011,74.74
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2011,91.0
Sri Lanka,Population growth (annual %),2011,0.620507028
Afghanistan,Access to electricity (% of population),2012,69.1
Afghanistan,Exports of goods and services (% of GDP),2012,10.42081714
Afghanistan,GDP per capita (current US$),2012,651.4171345
Afghanistan,"Government expenditure on education, total (% of GDP)",2012,2.604199886
Afghanistan,Imports of goods and services (% of GDP),2012,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2012,6.441212809
Afghanistan,"Life expectancy at birth, total (years)",2012,61.735
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2012,31.0
Afghanistan,Population growth (annual %),2012,4.047862563
Bangladesh,Access to electricity (% of population),2012,65.5
Bangladesh,Exports of goods and services (% of GDP),2012,20.16158886
Bangladesh,GDP per capita (current US$),2012,859.6805364
Bangladesh,"Government expenditure on education, total (% of GDP)",2012,2.046670675
Bangladesh,Imports of goods and services (% of GDP),2012,27.94933388
Bangladesh,"Inflation, consumer prices (annual %)",2012,6.217504221
